
Clock type: CPU
Ordered by: totaltime, desc

name                                  ncall  tsub      ttot      tavg      
..Preliminary/IC.py:119 DoExperiment  1      0.001777  0.562426  0.562426
..ype/Preliminary/IC.py:32 ICCascade  1000   0.014785  0.353729  0.000354
..totype/Preliminary/IC.py:47 ICStep  7217   0.199161  0.334507  0.000046
../Preliminary/IC.py:70 AnalyzeGraph  1      0.001169  0.159488  0.159488
..graph.py:1063 Graph.neighbors_iter  64504  0.055765  0.077542  0.000001
..nness.py:22 betweenness_centrality  1      0.000765  0.074918  0.074918
.._single_source_shortest_path_basic  100    0.038730  0.059570  0.000596
..ector.py:18 eigenvector_centrality  1      0.030935  0.052724  0.052724
..ython3.5/json/__init__.py:119 dump  2      0.004483  0.029279  0.014640
..oseness.py:18 closeness_centrality  1      0.000577  0.025497  0.025497
..single_source_shortest_path_length  100    0.014690  0.024215  0.000242
...5/json/encoder.py:411 _iterencode  4984   0.003528  0.022449  0.000005
..on/encoder.py:332 _iterencode_dict  192..  0.015577  0.018916  0.000001
..ses/graph.py:379 Graph.__getitem__  41648  0.017538  0.017538  0.000000
..tweenness.py:287 _accumulate_basic  100    0.010646  0.014553  0.000146
..eliminary/IC.py:22 InitializeGraph  1      0.000419  0.009554  0.009554
..rastructure.py:825 uniform_gen.rvs  196    0.002283  0.008845  0.000045
..3.5/random.py:170 Random.randrange  1000   0.001530  0.004362  0.000004
..numpy/core/fromnumeric.py:1953 all  392    0.000881  0.004143  0.000011
...5/random.py:220 Random._randbelow  1202   0.002301  0.003379  0.000003
..lity/eigenvector.py:128 <listcomp>  43     0.002063  0.003311  0.000077
..raphs.py:602 barabasi_albert_graph  1      0.000377  0.003113  0.003113
..sses/graph.py:610 Graph.nodes_iter  1004   0.001348  0.002087  0.000002
..ype/Preliminary/IC.py:66 CalcStats  12     0.000117  0.001910  0.000159
..ality/eigenvector.py:121 <genexpr>  4343   0.001807  0.001807  0.000000
..ges/numpy/core/_methods.py:40 _all  392    0.000365  0.001583  0.000004
